seed,arm,nfe,mid_t,fid50k_full,kid50k_full,status,checkpoint_sha256,receipt_sha256,generated_feature_sha256,generated_samples_sha256,artifacts_tree_sha256,process_log_sha256,completed_at_utc
10,B,2,0.821,45.446374257836474,0.03597166049299299,PASS,b423ddaa9f60fa82277150242fc05dd53b8658e1ed5873c70e10e17e40889a42,b55459c61930075ca26a2277392aae4b09a01001b14a490f06bdcfc4e5560406,fd0df31184a9a5eb64336b1feb630b861b91649d5a3a1eb514a8f901bb53719a,8b52052e99ba06bb7d2890f56389a432b677df6f50fd1ff8b8cc42ed9b110307,3ce419f9ec00eef6740c10dcae8d9d4dcd56ecec955e10e081e69e3a848c1b72,92deef5715668fa88be2496991ff3f0c7e1cc5c8a8888f0ad34d17d5a4f43b8e,2026-08-21T21:51:20Z
10,C,2,0.821,74.95079151664876,0.0618634065015015,PASS,3d7354fd5fb097a5045d56ce5360828fa56ba35b55292e90ab5f622c1f9249b7,a354734e227b8d3675adf89978a806e58a55bf82043aaecb2d2e71702e586cc8,0d00d2a428d0d77c81b80e0807ef1b54040cca0d7eac78d70129f7b0a0bca2fc,9b545403e9ffcb93ee6be458bf13c0cb181080be324c30df068f86c0cf720c2a,e1cc4bad4cf2a39afa123ab5da38d6407046214dea2c3ef993319310b388bcc5,101b03ca920089d1d802531ca48f86f831d419154dc8b1f1d28e2fe3c5a12424,2026-08-21T21:55:33Z
10,D,2,0.821,44.99241654841444,0.03362067005005005,PASS,00e9c08abdfea686e6decbb0a6f1fd3b226fa799af5ec336f3ddaa10da80c71b,ae7d8e080115e149224fd08316ffe3f94c915d2d352ba537598a2ea287275030,a893b89335f49584729a6082d6c4c1303a58cf2eadd172c204589371708304a1,511b781805c0f2423e1381c21708023374ae359fb046b16ff95cb0ebfb88ce73,7f9fde2762ac59a78fe18f3f49436c803f8bd399a2f942024ed5e63487b40b0c,eca5007a743c3f870fe6f998fa3dad1954a1f2cd5dfefb7873741546e174d2e1,2026-08-21T21:59:45Z
11,A,2,0.821,181.7735341838203,0.1879708167742744,PASS,3d325816de7baa8c5abc9dcc57ac9ba4dfc69d303a458d263fb86a2ace4e43e0,fef1cceaaad20921cbad55662de3e333ebea4b14fa2ee97d3d440f191b5c5159,b068bf16b08378d96a14ce9000c666ac371a89aab3077655cb330bb70439c355,c5506e3afe2317267a1102f17380bad8997f5e866bc25477e0fa5cb701a56b8f,e721c26c841bf33230b71bdeb20e97db1391cae811cd6ff9d2400987a412bcdb,4413293204d65ae4e9797432cf8a2b65828d8bea9c9cea2ffd28afb71a057edd,2026-08-21T22:04:03Z
11,B,2,0.821,63.29470224219406,0.04841454544544543,PASS,0d10fab84ca78f8d5aa4f0f870b278f2f50b897e7c4825b0643f489aca475f4f,c78acff3ddcbcdf398c511edef577a9eeceea89c68a8d0979d53ba1c0fcd8c45,3ae91486fdd184d7474a6654f3c30a52b6f3d02004680706c0a5388a49d3fbe8,5379a7868088924a367e56b291b55acf42fe2663a9eef44931c0d3e81d7995b5,e7dca002cc8f1bd9a5c8a64087dda58efbd119225253e19962e4b5be37360cb9,edd3c2dbd77b26e16ade64e8b946e8c50517e7251c5f6c9362159876401a334a,2026-08-21T22:08:15Z
11,C,2,0.821,127.70099264676799,0.12075888894644657,PASS,00be77eb3c76951404b3955085dbc7936932d67ccca2d7279b70f2ca11b56ab0,4a60aff822a8f368b2291cdd21438da1b3eb48db12beef564e80722e1d0bcc74,c18208d8216613333ddcdf34dd3cc7d0a8264eb5ea2c427a17947706922b5c42,d0d19b0ef39c5442c728be4035cd146c69c9eb9700ab35b36449d3f5b5df9cf2,9921f1734fccac9d0ee769170d9f3077f97b812ebcfb40903c8f5368141d345a,4490d2c65d3aa2a6568ecad273b5d55436ffb9577639bca3b63f355afad0e13d,2026-08-21T22:12:27Z
11,D,2,0.821,145.2982787687938,0.14123331003003006,PASS,9394f8aba70e4d4815cd0fd6442d03f0268c5f6b72ff1c92514505ddaaebb4e4,258c56248aa7de17a790a7b7d93961fa1059f94e2e5574ef95133e5a4b9902e6,733b867c34c29011d1ac0aad6772ea816f368bfd1cc9703eb30e790d90cdcd21,07802c2ced57f5baf61369cf73d24790c1d80529ff16bd91078ad4912dc3e6f9,ee80a1b764c6809e6831659e4662ebe1dd9212faf054c81f38bf5fa8edac4df4,ad3382080cac38ccee1217c90b2f92aeb7adb9a6352b5bca039a372fefd08d8d,2026-08-21T22:16:39Z
12,A,2,0.821,43.51958231108961,0.03167227445195198,PASS,70f7990396d1d153617ccb8ad467ea220d432dad8af4d1aa60775eaca5285af2,5c521047987fb85d9ace1f67fb47f0822a5bf86f03611565940c83bf136fc87a,9e5913c4912a17a3b6e7cf6ecb0e463eeba9cabc3b0c960294664577e4ec0b48,1a82ebe0bd8d522b657e872a1cfdb2a4311db38bc94679045d40f8a0ac6dfb7e,3965ee532984b335ea538609c31c0416dce1cf39aa2654c61c0215c870d500fb,b19aaae111420544344b7197ce4f0d3c03541081836b2b297e9778456b073025,2026-08-21T22:20:52Z
12,B,2,0.821,83.75495276999648,0.07120814556556555,PASS,c3ec287104493ec5a5eed2ede98d073857afae45ee97a5abc3a6d6ac2d1a3ee0,144c3046fd69193fe9da4971c70762b23fdb8aea7b8b0889bd923c26e5e23622,f1c3384e21a7079a326400bb0f41c246649ed37e99081bd199b45b9d34727a93,4f3678c5e47ce94a6d226ca3bb67de27a55b583da6316db43ab4f98350423cfa,ce6b6db989dd924692e9fe5906835f4ca93bd8f42637c2ffbb107319b1b3d37f,8e103c10f40a3dc163484e94c66d8732cc2cabf613217c35556e58fb6c92ec12,2026-08-21T22:25:08Z
12,C,2,0.821,61.463852058925355,0.046424986849349356,PASS,a25534d9b2ec3cbc5a360935ea4ce2ab2e57147ce2d2d05056d1822a99421ed7,68162541d8ba773e9c37151a56b1da1baf7a807670afdb99fa7eb5ad891b2685,933de430645bfd0cb7acac1e5988899e7cf5e26df4c574b456cff39cc1fd0cb1,1e8a0b842752bf8b9e95d859447e141e887a891f188cb6c732b790666b9b726b,66d2da0834062db64458946892ab469e595ec1879b372ca987c702d23e440184,9f644c7ba61498944cecd04811f29caf27af5ab8c3515d498fe69147a2dd2855,2026-08-21T22:29:20Z
12,D,2,0.821,68.74762466830288,0.0543083375975976,PASS,afd9bb17ed8df77935ed5b4d27e093103640ea2f4d3c38e20dcac9f3f46226c1,85c7e1efff665da2200031a49a74cc7d8af2c052af41945f530409e96502378e,44f41e2fd75304f22839770c362f4e5b550f394e549dc7d2cbec4dc81b2a9676,4d86ee9c874080f102780f79a351239b8e41b8694947fde6f9edcb9788ab2bce,f47d5277df75ed91aaa3131f408a1fc542d5b32754aed065cbbde9c8423be2d6,f9ed96fa948ed376671ca661380d312a1e0e67bb44fc6d0f3e1f53ff3f4f6488,2026-08-21T22:33:31Z
13,A,2,0.821,292.73998180627694,0.31620926059809823,PASS,1b780c1515f4e3f54343015e953349a7f5fa84e9418d6dab736fe20259039952,352c7bb83369c504107fc6591919b87526934edb99ece94c095b163ed417267f,0f3f7f420f3b78ec6918555f78700644b8d40157d9ec65788ed7ec60bcf5a3f0,90f8ef8be30beeaa69873180d4395793ab45506a9bde8e002fcaadaf17660fa2,bdf48b9cb68bd6ce0839cfa30e684a8ccf6c1745918f456cf80e5e9e4ecb4b05,a0b0f010f5f2e254274a0cfddd5994f9c2d5f4306a065cecab83538cd2dff10e,2026-08-21T22:37:42Z
