seed,arm,budget_kimg,state_sha256,state_hash_verified,snapshot_sha256,snapshot_hash_verified,ema_canonical_sha256,rng_unchanged_during_export,receipt_status
5,Cmatch,384,6f9865f07983079653f0e63079d05c58ce97082f9776ed6d89eb1f77af2c404f,True,85f88ab61056ecb50ecaf3d72c1f87e8d79eb77449683a3a8e13013594294cd6,True,5c8738d118e8e45f6d5d4ed203bba406253dc61a97ddca837d70c72984c0fa7b,True,PASS
5,Cmatch,512,344546d57bde578f4adede09b4729bbe6ed16ebdf2e56bffc0e127a9cd343f74,True,1cf08ecff572f9528ddcc4389000f775039a35edfaab189c243167d4e91113f0,True,e5c7b3c25039ba1367968046c8078c08fbeb6be86d8bf6bf758be742fe501303,True,PASS
5,Cmatch,640,ff542a3dccb624ef9625a70d62de2c15416e90a1e3faef0d9b141368a2b4a982,True,dc3546174828b8dd926a605df1b739896740111bc2102a2ee2138b49c904b512,True,67f33190630d199889c0f8ef517d7dd31f91e564883048cff26231704bbe220d,True,PASS
5,Cmatch,768,8f572b6660f77d06bf8693fae7931ad90d0e87efc2a5e81fdfb267be4c9344f6,True,e9f07821e31913cf0dbf22aa2ffeb306042334e0784f3bc395f5785fdbbcdea7,True,0920d7da437ef090e06227deb8180668a205efd3449679c7bcd4f9ebc035a774,True,PASS
5,Cmatch,896,0455d66f603f47e6cf60197c8d714ce903b8acd0107ce661c7212ab28dcfc051,True,261039d9021ad82a91832f8b0eeac89072301913106f8aedae8808b400fca7ae,True,9da9aa319242c3a32836586f1d9445867895dc17b1cb8a878999d8360a2469a0,True,PASS
5,Cmatch,1024,a48c0ec4a36e6a5329b4452cbc82d50b4139dd2bc84208376ca33c494a0e9c14,True,791065bf2d98e82fe7b4086d544fbe5d6edd6e6910b709d97773a3b50f9ad9d6,True,1a8c957971b59de8bea6e32e58f7e50423172361b49604fa15d4e048161b5f96,True,PASS
5,Dmatch,256,f1b19d2408124e89f184767eb5212a2076bdc241f2530f88ab7451a137084c11,True,1b22b18828e63bd72f8f126c5a1fb92854e4311929a91523e59912b614d92bb2,True,a478a9943eba3e1b9d4606d8197348a3d5c6ef349a5e80c345018a56ff6a0bb5,True,PASS
5,Dmatch,384,3e9538da02d9fd0a4e5a737c956dd2d52cd46f99518f9d0a0d6fcc14d87d01a3,True,b7d448d29aca0974ceaa9b2eb9cf70127bd6cf83706c27fce33a9576779bd4e3,True,f935b40060c976baa936f518556b23872a11465400b1427e6c74f76849be86f2,True,PASS
5,Dmatch,512,29b2337c6f94e766f97b33582a00a31a58b944f49b96b08bfe39675097e63a10,True,c13ef68efaaae4bbd4f30454bc40bcd99e46723cd9b3116048d68a5880865d60,True,7c020adc3568ce84c14e207dafd819999fce3ffe7299a0b991364e4262c65973,True,PASS
5,Dmatch,640,c33055842be596a76bde3403cfdedfff046bdfe4ee8611ddd46a7a6cd8aceb1b,True,dae7c825e8e4c40395464829ba811cdf55d9ae72d5364e1ee8a2a897c4860a54,True,3c33e710270bdd4a182afae716f014d840399ccc3acc0ebb589a26165f68d3a5,True,PASS
5,Dmatch,768,ba4f3629c677159c68e30f87149e4cff6c06f841236e5394094d61c6e910270e,True,067752f85b590324475438c61ad89b3c2c39c75b9e5ec17686a2cf78d7efde7c,True,f66667ae905e6c7e28f7f7d9f2d103c69f19cb63948ef8c08dfde1719b529adf,True,PASS
5,Dmatch,896,322b244d571b7e939dbf10275508bf1c0c5f5fdc4da4ae98ac71766fb28549b4,True,6919ce868724d041948a7cc4fc56be2f2952366380b0d82dde961ffa2fe4f405,True,0e06cac63a36762839a0a7d0d033d9a7901c86cea63dd4bcc41a81ad1cf09113,True,PASS
5,Dmatch,1024,0eb63751d2acf2531d5a28a3bb29cf627482c824224f69278c889865c56b9ea9,True,58b8e4e36eb8fd0064fe01aa2e95176de1850d2bd1bd7085a5d0cf0da6edf310,True,95cd218101c708d6710dc16b792ed857092388582e39ee9766dec7c6ab0bea77,True,PASS
