eta_scale,setting,g,K,env,error
1.0,trace_matched,1.1,200,2,0.24650158476808198
1.0,trace_matched,1.125,200,1,0.26199155447335526
1.0,trace_matched,1.125,200,2,0.2649984357824629
1.0,trace_matched,1.15,200,1,0.2838691341409561
1.0,trace_matched,1.15,200,2,0.2870095430583847
1.0,trace_matched,1.175,200,1,0.31035205822508477
1.0,trace_matched,1.175,200,2,0.313628599217878
1.0,trace_matched,1.2,200,1,0.3430420351985645
1.0,trace_matched,1.2,200,2,0.34645720894719617
1.0,trace_matched,1.225,200,1,0.3843822477514459
1.0,trace_matched,1.225,200,2,0.3879383986425258
1.0,trace_matched,1.25,200,1,0.4382934254983743
1.0,trace_matched,1.25,200,2,0.44199264946391176
1.0,trace_matched,1.275,200,1,0.5114896569702827
1.0,trace_matched,1.275,200,2,0.5153336272977211
1.0,trace_matched,1.3,200,1,0.6165050627213561
1.0,trace_matched,1.3,200,2,0.6204946671771798
1.0,trace_matched,1.325,200,1,0.7797446023786688
1.0,trace_matched,1.325,200,2,0.7838790784348713
1.0,trace_matched,1.35,200,1,1.0680101967540006
1.0,trace_matched,1.35,200,2,1.0722846131434296
1.0,trace_matched,1.375,200,1,1.7136026889090006
1.0,trace_matched,1.375,200,2,1.7179976281699525
1.0,trace_matched,1.4,200,1,4.460801908734999
1.0,trace_matched,1.4,200,2,4.465189208524474
1.0,trace_matched,1.425,200,1,329875.8317086817
1.0,trace_matched,1.425,200,2,329855.27257064055
1.0,trace_matched,1.45,200,1,4.528734957819914e+16
1.0,trace_matched,1.45,200,2,4.528452675282892e+16
1.0,trace_matched,0.5,1000,1,0.11044567903994312
1.0,trace_matched,0.5,1000,2,0.11343773076565326
1.0,trace_matched,0.525,1000,1,0.11213637498003344
1.0,trace_matched,0.525,1000,2,0.11543415064355599
1.0,trace_matched,0.55,1000,1,0.11396229159424638
1.0,trace_matched,0.55,1000,2,0.11758042053291642
1.0,trace_matched,0.575,1000,1,0.11593376207747877
1.0,trace_matched,0.575,1000,2,0.11988683728015309
1.0,trace_matched,0.6,1000,1,0.1180624635069287
1.0,trace_matched,0.6,1000,2,0.12236504027784006
1.0,trace_matched,0.625,1000,1,0.12036162458991773
1.0,trace_matched,0.625,1000,2,0.1250282192049438
1.0,trace_matched,0.65,1000,1,0.12284627449086481
1.0,trace_matched,0.65,1000,2,0.12789136284382432
1.0,trace_matched,0.675,1000,1,0.12553354241570452
1.0,trace_matched,0.675,1000,2,0.13097155865169596
1.0,trace_matched,0.7,1000,1,0.12844302034094296
1.0,trace_matched,0.7,1000,2,0.13428835547296467
1.0,trace_matched,0.725,1000,1,0.13159720486607365
1.0,trace_matched,0.725,1000,2,0.13786420537016658
1.0,trace_matched,0.75,1000,1,0.13502203897370504
1.0,trace_matched,0.75,1000,2,0.14172500535656368
1.0,trace_matched,0.775,1000,1,0.13874758097567275
1.0,trace_matched,0.775,1000,2,0.14590076630696555
1.0,trace_matched,0.8,1000,1,0.142808836791491
1.0,trace_matched,0.8,1000,2,0.15042644519088016
1.0,trace_matched,0.825,1000,1,0.14724680395311374
1.0,trace_matched,0.825,1000,2,0.1553429890189447
1.0,trace_matched,0.85,1000,1,0.15210979285156753
1.0,trace_matched,0.85,1000,2,0.1606986560141099
1.0,trace_matched,0.875,1000,1,0.1574551149917375
1.0,trace_matched,0.875,1000,2,0.1665507037682673
1.0,trace_matched,0.9,1000,1,0.16335126285936466
1.0,trace_matched,0.9,1000,2,0.17296756898060386
1.0,trace_matched,0.925,1000,1,0.16988075682713155
1.0,trace_matched,0.925,1000,2,0.18003171419362413
1.0,trace_matched,0.95,1000,1,0.17714390992186171
1.0,trace_matched,0.95,1000,2,0.1878433923332271
1.0,trace_matched,0.975,1000,1,0.18526387519205262
1.0,trace_matched,0.975,1000,2,0.19652569376932258
1.0,trace_matched,1.0,1000,1,0.1943935160404767
1.0,trace_matched,1.0,1000,2,0.2062314162280231
1.0,trace_matched,1.025,1000,1,0.20472491673973814
1.0,trace_matched,1.025,1000,2,0.21715257472235763
1.0,trace_matched,1.05,1000,1,0.21650279769455621
1.0,trace_matched,1.05,1000,2,0.22953381598644937
1.0,trace_matched,1.075,1000,1,0.23004384308135575
1.0,trace_matched,1.075,1000,2,0.24369174491855558
1.0,trace_matched,1.1,1000,1,0.2457652217119293
1.0,trace_matched,1.1,1000,2,0.260043443675225
1.0,trace_matched,1.125,1000,1,0.26422784178533554
1.0,trace_matched,1.125,1000,2,0.279149723735313
1.0,trace_matched,1.15,1000,1,0.2862040560906131
1.0,trace_matched,1.15,1000,2,0.30178282689069136
1.0,trace_matched,1.175,1000,1,0.31278761909627517
1.0,trace_matched,1.175,1000,2,0.3290363754898342
1.0,trace_matched,1.2,1000,1,0.3455802288493615
1.0,trace_matched,1.2,1000,2,0.3625119027167438
1.0,trace_matched,1.225,1000,1,0.387025057415286
1.0,trace_matched,1.225,1000,2,0.40465236224734435
1.0,trace_matched,1.25,1000,1,0.4410428235867781
1.0,trace_matched,1.25,1000,2,0.4593781613142661
1.0,trace_matched,1.275,1000,1,0.5143476048771716
1.0,trace_matched,1.275,1000,2,0.5334028906803276
1.0,trace_matched,1.3,1000,1,0.6194735106289952
1.0,trace_matched,1.3,1000,2,0.6392598090702443
1.0,trace_matched,1.325,1000,1,0.7828254890652688
1.0,trace_matched,1.325,1000,2,0.803352148334499
1.0,trace_matched,1.35,1000,1,1.071205449402993
1.0,trace_matched,1.35,1000,2,1.0924775819015096
1.0,trace_matched,1.375,1000,1,1.7169142229200294
1.0,trace_matched,1.375,1000,2,1.7389223868437362
1.0,trace_matched,1.4,1000,1,4.464231727967859
1.0,trace_matched,1.4,1000,2,4.486857667662917
1.0,trace_matched,1.425,1000,1,1.5823146701733443e+24
1.0,trace_matched,1.425,1000,2,1.5822160310244185e+24
1.0,trace_matched,1.45,1000,1,1.3333239387927273e+82
1.0,trace_matched,1.45,1000,2,1.3332408308017288e+82
1.0,realistic,0.5,50,1,0.10991336412676207
1.0,realistic,0.5,50,2,7221.0521847855025
1.0,realistic,0.525,50,1,0.11154968214246712
1.0,realistic,0.525,50,2,6648.735481960433
1.0,realistic,0.55,50,1,0.11331860500779838
1.0,realistic,0.55,50,2,6155.528343102958
1.0,realistic,0.575,50,1,0.1152304711455465
1.0,realistic,0.575,50,2,5728.248845210784
1.0,realistic,0.6,50,1,0.11729696309823957
1.0,realistic,0.6,50,2,5356.4308858635095
1.0,realistic,0.625,50,1,0.11953131527519748
1.0,realistic,0.625,50,2,5031.690165988643
1.0,realistic,0.65,50,1,0.12194856277867429
1.0,realistic,0.65,50,2,4747.258245873864
1.0,realistic,0.675,50,1,0.12456584098741169
1.0,realistic,0.675,50,2,4497.636016922212
1.0,realistic,0.7,50,1,0.12740274828479667
1.0,realistic,0.7,50,2,4278.333325285431
1.0,realistic,0.725,50,1,0.13048178791034531
1.0,realistic,0.725,50,2,4085.6716805519736
1.0,realistic,0.75,50,1,0.1338289097188646
1.0,realistic,0.75,50,2,3916.6338601334082
1.0,realistic,0.775,50,1,0.13747417912556478
1.0,realistic,0.775,50,2,3768.7489430186843
1.0,realistic,0.8,50,1,0.1414526093834789
1.0,realistic,0.8,50,2,3640.004613832894
1.0,realistic,0.825,50,1,0.1458052055871592
1.0,realistic,0.825,50,2,3528.780948687095
1.0,realistic,0.85,50,1,0.15058028591821318
1.0,realistic,0.85,50,2,3433.801647636207
1.0,realistic,0.875,50,1,0.15583516989895826
1.0,realistic,0.875,50,2,3354.1000366915414
1.0,realistic,0.9,50,1,0.16163835825825862
1.0,realistic,0.9,50,2,3288.9982903596933
1.0,realistic,0.925,50,1,0.16807237983641368
1.0,realistic,0.925,50,2,3238.099360943173
1.0,realistic,0.95,50,1,0.17523755635113605
1.0,realistic,0.95,50,2,3201.2921779831745
1.0,realistic,0.975,50,1,0.18325704976382465
1.0,realistic,0.975,50,2,3178.771959565537
1.0,realistic,1.0,50,1,0.1922837326108774
1.0,realistic,1.0,50,2,3171.079178813941
1.0,realistic,1.025,50,1,0.20250969851792922
1.0,realistic,1.025,50,2,3179.163201106849
1.0,realistic,1.05,50,1,0.21417967746078614
1.0,realistic,1.05,50,2,3204.480436057653
1.0,realistic,1.075,50,1,0.2276103634036338
1.0,realistic,1.075,50,2,3249.1430746246415
1.0,realistic,1.1,50,1,0.24321893516129206
1.0,realistic,1.1,50,2,3316.1450423837186
1.0,realistic,1.125,50,1,0.26156631114966805
1.0,realistic,1.125,50,2,3409.710455301229
1.0,realistic,1.15,50,1,0.28342485458700706
1.0,realistic,1.15,50,2,3535.844263354122
1.0,realistic,1.175,50,1,0.3098883305818797
1.0,realistic,1.175,50,2,3703.231303935376
1.0,realistic,1.2,50,1,0.3425584480307148
1.0,realistic,1.2,50,2,3924.765983231055
1.0,realistic,1.225,50,1,0.3838783900560854
1.0,realistic,1.225,50,2,4220.291492804478
1.0,realistic,1.25,50,1,0.4377688867140626
1.0,realistic,1.25,50,2,4621.827800434056
1.0,realistic,1.275,50,1,0.5109440269858959
1.0,realistic,1.275,50,2,5184.390560836452
1.0,realistic,1.3,50,1,0.6159379318849636
1.0,realistic,1.3,50,2,6010.881262763852
1.0,realistic,1.325,50,1,0.7791555615060033
1.0,realistic,1.325,50,2,7318.298323623535
1.0,realistic,1.35,50,1,1.0673988345698175
1.0,realistic,1.35,50,2,9655.897310233635
1.0,realistic,1.375,50,1,1.7129569164821303
1.0,realistic,1.375,50,2,14933.979450841625
1.0,realistic,1.4,50,1,4.405512646386224
1.0,realistic,1.4,50,2,37039.209328906516
1.0,realistic,1.425,50,1,96.62901791640704
1.0,realistic,1.425,50,2,784033.2434438665
1.0,realistic,1.45,50,1,24016.625569462707
1.0,realistic,1.45,50,2,188215008.45369446
1.0,realistic,0.5,200,1,0.10999761093912888
1.0,realistic,0.5,200,2,7256.196614071267
1.0,realistic,0.525,200,1,0.1116425573572805
1.0,realistic,0.525,200,2,6683.875592501852
1.0,realistic,0.55,200,1,0.11342052814334967
1.0,realistic,0.55,200,2,6190.664007163841
1.0,realistic,0.575,200,1,0.11534186152288846
1.0,realistic,0.575,200,2,5763.379935104891
1.0,realistic,0.6,200,1,0.11741823983205872
1.0,realistic,0.6,200,2,5391.557273958033
1.0,realistic,0.625,200,1,0.11966289726466454
1.0,realistic,0.625,200,2,5066.8117247058135
1.0,realistic,0.65,200,1,0.1220908686983005
1.0,realistic,0.65,200,2,4782.374847692508
1.0,realistic,0.675,200,1,0.12471928927791195
1.0,realistic,0.675,200,2,4532.747534379301
1.0,realistic,0.7,200,1,0.12756775714395965
1.0,realistic,0.7,200,2,4313.439630977633
1.0,realistic,0.725,200,1,0.13065877528391087
1.0,realistic,0.725,200,2,4120.772647137196
1.0,realistic,0.75,200,1,0.13401829329140905
1.0,realistic,0.75,200,2,3951.7293603323487
1.0,realistic,0.775,200,1,0.13767637631139404
1.0,realistic,0.775,200,2,3803.8388496163766
1.0,realistic,0.8,200,1,0.14166803731752972
1.0,realistic,0.8,200,2,3675.0887996802494
1.0,realistic,0.825,200,1,0.14603428111590933
1.0,realistic,0.825,200,2,3563.8592867024495
1.0,realistic,0.85,200,1,0.15082342559059952
1.0,realistic,0.85,200,2,3468.874010806857
1.0,realistic,0.875,200,1,0.1560927899573049
1.0,realistic,0.875,200,2,3389.166298075287
1.0,realistic,0.9,200,1,0.16191087462921352
1.0,realistic,0.9,200,2,3324.058323086375
1.0,realistic,0.925,200,1,0.16836020812189562
1.0,realistic,0.925,200,2,3273.1530382162127
1.0,realistic,0.95,200,1,0.1755411118192907
1.0,realistic,0.95,200,2,3236.339373081103
1.0,realistic,0.975,200,1,0.1835767473399914
1.0,realistic,0.975,200,2,3213.8125458435334
1.0,realistic,1.0,200,1,0.19261998686856632
1.0,realistic,1.0,200,2,3206.1130297053646
1.0,realistic,1.025,200,1,0.20286292366980888
1.0,realistic,1.025,200,2,3214.190190124767
1.0,realistic,1.05,200,1,0.21455028734968212
1.0,realistic,1.05,200,2,3239.500436796369
1.0,realistic,1.075,200,1,0.22799877149353873
1.0,realistic,1.075,200,2,3284.1559607612253
1.0,realistic,1.1,200,1,0.24362555452838672
1.0,realistic,1.1,200,2,3351.1506876795247
1.0,realistic,1.125,200,1,0.26199155447335526
1.0,realistic,1.125,200,2,3444.708733603428
1.0,realistic,1.15,200,1,0.2838691341409561
1.0,realistic,1.15,200,2,3570.8350485972173
1.0,realistic,1.175,200,1,0.31035205822508477
1.0,realistic,1.175,200,2,3738.214470142724
1.0,realistic,1.2,200,1,0.3430420351985645
1.0,realistic,1.2,200,2,3959.741404516381
1.0,realistic,1.225,200,1,0.3843822477514459
1.0,realistic,1.225,200,2,4255.259043373394
1.0,realistic,1.25,200,1,0.4382934254983743
1.0,realistic,1.25,200,2,4656.787354585571
1.0,realistic,1.275,200,1,0.5114896569702827
1.0,realistic,1.275,200,2,5219.3419929644915
1.0,realistic,1.3,200,1,0.6165050627213561
1.0,realistic,1.3,200,2,6045.8244473587565
1.0,realistic,1.325,200,1,0.7797446023786688
1.0,realistic,1.325,200,2,7353.233135277261
1.0,realistic,1.35,200,1,1.0680101967540006
1.0,realistic,1.35,200,2,9690.8236468474
1.0,realistic,1.375,200,1,1.7136026889090006
1.0,realistic,1.375,200,2,14968.998965610092
1.0,realistic,1.4,200,1,4.460801908734999
1.0,realistic,1.4,200,2,37533.334262630626
1.0,realistic,1.425,200,1,329875.8317086817
1.0,realistic,1.425,200,2,2676534617.814226
1.0,realistic,1.45,200,1,4.528734957819914e+16
1.0,realistic,1.45,200,2,3.549107464951394e+20
1.0,realistic,0.5,1000,1,0.11044567903994312
1.0,realistic,0.5,1000,2,7443.112857512026
1.0,realistic,0.525,1000,1,0.11213637498003344
1.0,realistic,0.525,1000,2,6870.7156002032625
1.0,realistic,0.55,1000,1,0.11396229159424638
1.0,realistic,0.55,1000,2,6377.424535165822
1.0,realistic,0.575,1000,1,0.11593376207747877
1.0,realistic,0.575,1000,2,5950.057744157002
1.0,realistic,0.6,1000,1,0.1180624635069287
1.0,realistic,0.6,1000,2,5578.149129712567
1.0,realistic,0.625,1000,1,0.12036162458991773
1.0,realistic,0.625,1000,2,5253.314397910302
1.0,realistic,0.65,1000,1,0.12284627449086481
1.0,realistic,0.65,1000,2,4968.785114381726
1.0,realistic,0.675,1000,1,0.12553354241570452
1.0,realistic,0.675,1000,2,4719.062176066654
1.0,realistic,0.7,1000,1,0.12844302034094296
1.0,realistic,0.7,1000,2,4499.655434845984
1.0,realistic,0.725,1000,1,0.13159720486607365
1.0,realistic,0.725,1000,2,4306.886406229027
1.0,realistic,0.75,1000,1,0.13502203897370504
1.0,realistic,0.75,1000,2,4137.737873739347
1.0,realistic,0.775,1000,1,0.13874758097567275
1.0,realistic,0.775,1000,2,3989.738922668307
1.0,realistic,0.8,1000,1,0.142808836791491
1.0,realistic,0.8,1000,2,3860.8772441331957
1.0,realistic,0.825,1000,1,0.14724680395311374
1.0,realistic,0.825,1000,2,3749.53292092632
1.0,realistic,0.85,1000,1,0.15210979285156753
1.0,realistic,0.85,1000,2,3654.429659972205
1.0,realistic,0.875,1000,1,0.1574551149917375
1.0,realistic,0.875,1000,2,3574.6007943393706
1.0,realistic,0.9,1000,1,0.16335126285936466
1.0,realistic,0.9,1000,2,3509.3685057784173
1.0,realistic,0.925,1000,1,0.16988075682713155
1.0,realistic,0.925,1000,2,3458.3357540220572
1.0,realistic,0.95,1000,1,0.17714390992186171
1.0,realistic,0.95,1000,2,3421.391476226805
1.0,realistic,0.975,1000,1,0.18526387519205262
1.0,realistic,0.975,1000,2,3398.730898278352
1.0,realistic,1.0,1000,1,0.1943935160404767
1.0,realistic,1.0,1000,2,3390.894501283859
1.0,realistic,1.025,1000,1,0.20472491673973814
1.0,realistic,1.025,1000,2,3398.8316587879763
1.0,realistic,1.05,1000,1,0.21650279769455621
1.0,realistic,1.05,1000,2,3423.998788752201
1.0,realistic,1.075,1000,1,0.23004384308135575
1.0,realistic,1.075,1000,2,3468.508090663913
1.0,realistic,1.1,1000,1,0.2457652217119293
1.0,realistic,1.1,1000,2,3535.353498808121
1.0,realistic,1.125,1000,1,0.26422784178533554
1.0,realistic,1.125,1000,2,3628.7591380394792
1.0,realistic,1.15,1000,1,0.2862040560906131
1.0,realistic,1.15,1000,2,3754.72996740144
1.0,realistic,1.175,1000,1,0.31278761909627517
1.0,realistic,1.175,1000,2,3921.95083353067
1.0,realistic,1.2,1000,1,0.3455802288493615
1.0,realistic,1.2,1000,2,4143.316152033146
1.0,realistic,1.225,1000,1,0.387025057415286
1.0,realistic,1.225,1000,2,4438.66912406734
1.0,realistic,1.25,1000,1,0.4410428235867781
1.0,realistic,1.25,1000,2,4840.029727181046
1.0,realistic,1.275,1000,1,0.5143476048771716
1.0,realistic,1.275,1000,2,5402.413626033469
1.0,realistic,1.3,1000,1,0.6194735106289952
1.0,realistic,1.3,1000,2,6228.722319491383
1.0,realistic,1.325,1000,1,0.7828254890652688
1.0,realistic,1.325,1000,2,7535.95423525145
1.0,realistic,1.35,1000,1,1.071205449402993
1.0,realistic,1.35,1000,2,9873.36497379717
1.0,realistic,1.375,1000,1,1.7169142229200294
1.0,realistic,1.375,1000,2,15151.357529192968
1.0,realistic,1.4,1000,1,4.464231727967859
1.0,realistic,1.4,1000,2,37715.5079273802
1.0,realistic,1.425,1000,1,1.5823146701733443e+24
1.0,realistic,1.425,1000,2,1.2838527483427998e+28
1.0,realistic,1.45,1000,1,1.3333239387927273e+82
1.0,realistic,1.45,1000,2,1.0449076813816605e+86
