control,eta_scale,g,K,noise,error
fixed_lr,0.05,1.8,1000,0.01,0.00010745768194316562
fixed_lr,0.05,1.8,1000,0.05,0.0003244436723741011
fixed_lr,0.05,1.85,50,0.0,9.876811378515162e-05
fixed_lr,0.05,1.85,50,0.01,9.924838416973562e-05
fixed_lr,0.05,1.85,50,0.05,0.00011077487339975221
fixed_lr,0.05,1.85,200,0.0,9.870920298361706e-05
fixed_lr,0.05,1.85,200,0.01,0.0001005429482840536
fixed_lr,0.05,1.85,200,0.05,0.0001445528354945308
fixed_lr,0.05,1.85,1000,0.0,9.839560903461608e-05
fixed_lr,0.05,1.85,1000,0.01,0.00010743426494208501
fixed_lr,0.05,1.85,1000,0.05,0.00032436200672133965
fixed_lr,0.05,1.9,50,0.0,9.876691854460784e-05
fixed_lr,0.05,1.9,50,0.01,9.924582947531239e-05
fixed_lr,0.05,1.9,50,0.05,0.00011073969181222109
fixed_lr,0.05,1.9,200,0.0,9.870478260340897e-05
fixed_lr,0.05,1.9,200,0.01,0.00010053713173307989
fixed_lr,0.05,1.9,200,0.05,0.00014451351084518243
fixed_lr,0.05,1.9,1000,0.0,9.837405183248465e-05
fixed_lr,0.05,1.9,1000,0.01,0.00010741037074378134
fixed_lr,0.05,1.9,1000,0.05,0.00032428202461490187
fixed_lr,0.05,1.95,50,0.0,9.876569494422229e-05
fixed_lr,0.05,1.95,50,0.01,9.924335070303665e-05
fixed_lr,0.05,1.95,50,0.05,0.00011070708891458119
fixed_lr,0.05,1.95,200,0.0,9.870024768224856e-05
fixed_lr,0.05,1.95,200,0.01,0.00010053130394512623
fixed_lr,0.05,1.95,200,0.05,0.00014447665425419112
fixed_lr,0.05,1.95,1000,0.0,9.835192777503482e-05
fixed_lr,0.05,1.95,1000,0.01,0.00010738598805008111
fixed_lr,0.05,1.95,1000,0.05,0.0003242034346511928
fixed_lr,0.05,2.0,50,0.0,9.87644427549145e-05
fixed_lr,0.05,2.0,50,0.01,9.924093738575675e-05
fixed_lr,0.05,2.0,50,0.05,0.00011067680852597074
fixed_lr,0.05,2.0,200,0.0,9.86955982355282e-05
fixed_lr,0.05,2.0,200,0.01,0.00010052545469775202
fixed_lr,0.05,2.0,200,0.05,0.00014444200979112394
fixed_lr,0.05,2.0,1000,0.0,9.832923724483832e-05
fixed_lr,0.05,2.0,1000,0.01,0.00010736110701837634
fixed_lr,0.05,2.0,1000,0.05,0.00032412598158328967
fixed_lr,0.1,0.5,50,0.0,0.00010679564855270045
fixed_lr,0.1,0.5,50,0.01,0.00010927333930872778
fixed_lr,0.1,0.5,50,0.05,0.0001687379174533845
fixed_lr,0.1,0.5,200,0.0,9.878343740334052e-05
fixed_lr,0.1,0.5,200,0.01,0.00010673504124694637
fixed_lr,0.1,0.5,200,0.05,0.0002975735334934875
fixed_lr,0.1,0.5,1000,0.0,9.87335642798258e-05
fixed_lr,0.1,0.5,1000,0.01,0.00013556356858819582
