batch_index,gap,loss_mean,grad_l2,grad_l2_sq,grad_linf,dot_to_g1,t_mean,t_min,t_max,gap_mean,scalar_fit_to_g1,direction_residual_to_g1
33,1.2,14.689780235290527,485.84405074394266,236044.4416432827,44.15625,279895.17839413125,4.967490196228027,0.007897576317191124,425.872314453125,0.035052843391895294,0.8252568972250803,0.02579893991245981
33,1.3,14.682710647583008,442.8677007664948,196131.8003822016,40.6875,255127.74708891648,4.967490196228027,0.007897576317191124,425.872314453125,0.037973906844854355,0.7553912042256966,0.02400685710674493
34,1.0,16.59992790222168,484.54090867298635,234779.89217764328,51.15625,234779.89217764328,2.0310068130493164,0.003920313902199268,114.60920715332031,0.029544055461883545,1.0,0.0
34,0.9,16.650691986083984,540.0567013399921,291661.2406622334,56.59375,261666.11339752676,2.0310068130493164,0.003920313902199268,114.60920715332031,0.026589645072817802,1.109149819671605,0.011224601741146083
34,1.2,16.495267868041992,400.8464922706508,160677.9103656849,42.4375,194204.68486910398,2.0310068130493164,0.003920313902199268,114.60920715332031,0.03545286878943443,0.8252568972250803,0.015174229024008449
34,1.3,16.46550941467285,366.32379670746604,134193.1240341729,39.3125,177456.4583456688,2.0310068130493164,0.003920313902199268,114.60920715332031,0.03840726613998413,0.7553912042256966,0.021866100145253534
35,1.0,14.710699081420898,593.1026972080754,351770.8094354939,52.03125,351770.8094354939,4.979119777679443,0.0027437887620180845,339.1073913574219,0.027926476672291756,1.0,0.0
35,0.9,14.765320777893066,651.9095738417611,424986.0924665466,57.75,386628.6267663969,4.979119777679443,0.0027437887620180845,339.1073913574219,0.025133825838565826,1.109149819671605,0.013812869586273743
35,1.2,14.685345649719238,490.8215733364179,240905.81685243663,43.5625,291086.0509786069,4.979119777679443,0.0027437887620180845,339.1073913574219,0.03351176902651787,0.8252568972250803,0.012462077526360674
35,1.3,14.679991722106934,444.92360615786725,197957.01531652096,39.96875,263839.10177204496,4.979119777679443,0.0027437887620180845,339.1073913574219,0.03630441427230835,0.7553912042256966,0.020046151008769237
