layer,gap,mean_grad_l2,scalar_fit_to_g1,cosine_to_g1,direction_residual,gradient_variance_trace,normalized_noise_scale
model.dec.16x16_block4.qkv,0.9,1.9006169887961086,1.1156894926018472,0.9998920768375963,0.014691312990957902,2.0623964678933127,0.5709301030864065
model.dec.16x16_block4.qkv,1.0,1.7033519458611177,1.0,1.0,0.0,1.6717306816912347,0.576179140359364
model.dec.16x16_block4.qkv,1.2,1.404187912426746,0.8240179627288422,0.9995760452124745,0.029115800476530805,1.1591199316851863,0.5878654185946853
model.dec.16x16_block4.qkv,1.3,1.292261497014038,0.7579835135413794,0.9991110125192638,0.04215666806961103,0.9857988387659287,0.59031999389503
model.dec.16x16_block4.skip,0.9,5.688710852763363,1.117150064311801,0.9996764978745893,0.025434220986620827,41.174143813231325,1.272321474337263
model.dec.16x16_block4.skip,1.0,5.0905162380444695,1.0,1.0,0.0,33.32564016166094,1.2860410945970484
model.dec.16x16_block4.skip,1.2,4.174500012567394,0.8192996119000477,0.9990796420277632,0.04289369284261242,23.032561693011367,1.3217012773058376
model.dec.16x16_block4.skip,1.3,3.828908704620125,0.7508685192214276,0.9982761890146199,0.05869114453175201,19.564312549694417,1.3344876830219106
model.dec.16x16_up.affine,0.9,0.09100489881314319,1.1210528646498175,0.9995358115159487,0.030465743010047282,0.03387575626632865,4.090340452372627
model.dec.16x16_up.affine,1.0,0.0811403799548167,1.0,1.0,0.0,0.027314596887204265,4.148783015025886
model.dec.16x16_up.affine,1.2,0.06587242933194615,0.8110430124349541,0.9990270414508038,0.04410181912409277,0.018940945193702673,4.365100900243408
model.dec.16x16_up.affine,1.3,0.06007135217573392,0.7390782097651766,0.9982976008470291,0.05832581026497206,0.01608000043176626,4.456062160477373
model.dec.16x16_up.conv0,0.9,0.10453843556145118,1.1186295484569253,0.9988790583176603,0.0473352601600994,0.28556671400293565,26.130973598934574
model.dec.16x16_up.conv0,1.0,0.0933474841744221,1.0,1.0,0.0,0.23026657771785883,26.425649540241054
model.dec.16x16_up.conv0,1.2,0.07651405943316951,0.8183268520295186,0.998362306682358,0.057207557157085684,0.15909088707275423,27.17457843535348
