checkpoint_id,identity,cohort,nfe,metric,scale,anchor_B0,B1,B2,B3,B4,B5,n_valid,mean,sd,two_sd,status
NF-13,q256 target-weight seed3 D@256,q256_target_weight,1,kid,raw,0.3450168130030031,0.3440222134159158,0.3443918153303305,0.3442980141291291,0.34456724493493474,0.34503273148148145,5,0.3444624038583583,0.00037484650125681413,0.0007496930025136283,COMPLETE
NF-13,q256 target-weight seed3 D@256,q256_target_weight,2,fid,log,5.271306377440759,5.270161393582885,5.267502031802023,5.273383822948826,5.271078383704021,5.270719883246857,5,5.270569103056922,0.002108192508460561,0.004216385016921122,COMPLETE
NF-13,q256 target-weight seed3 D@256,q256_target_weight,2,kid,raw,0.20275556081081084,0.20218229409159164,0.2020785829704705,0.20284020498748748,0.20297911858358358,0.2030619657807809,5,0.20262843328278282,0.0004629128983400611,0.0009258257966801222,COMPLETE
NF-14,q256 target-weight seed3 B@1024,q256_target_weight,1,fid,log,2.1617529956320882,2.1454079383288454,2.1273992721593262,2.12756926111905,2.141004787094513,2.1427340930882486,5,2.1368230703579965,0.008668446524305736,0.01733689304861147,COMPLETE
NF-14,q256 target-weight seed3 B@1024,q256_target_weight,1,kid,raw,0.005436252860360346,0.005321464814814826,0.005173205387887897,0.0053147983908909055,0.005284939547047034,0.005349131764264257,5,0.005288707980980984,6.848321572453233e-05,0.00013696643144906466,COMPLETE
NF-14,q256 target-weight seed3 B@1024,q256_target_weight,2,fid,log,1.0408171252493819,1.0305050392701767,1.0259723525636208,1.0297807482122356,1.0303949109316826,1.0389638643419146,5,1.0311233830639261,0.004762403566615821,0.009524807133231642,COMPLETE
NF-14,q256 target-weight seed3 B@1024,q256_target_weight,2,kid,raw,0.0009893910660660503,0.0009706099724724845,0.0009139873098097859,0.0009855282707707648,0.0009994052552552875,0.0009246604529529668,5,0.0009588382522522579,3.7670748668661676e-05,7.534149733732335e-05,COMPLETE
NF-15,q128 seed3 A@1024,q128_matched_spacing,1,fid,log,2.2472169068579517,2.228424893516732,2.2187550172145416,2.2182387098806315,2.2318059860165484,2.227166001605289,5,2.2248781216467486,0.006070080036879808,0.012140160073759615,COMPLETE
NF-15,q128 seed3 A@1024,q128_matched_spacing,1,kid,raw,0.006005076994494507,0.005871303801301301,0.00581341600350353,0.005895144637137109,0.005925668235735757,0.005876393415915926,5,0.005876385218718725,4.114509229749867e-05,8.229018459499734e-05,COMPLETE
NF-15,q128 seed3 A@1024,q128_matched_spacing,2,fid,log,1.10659542299328,1.089165972022194,1.0901956361220237,1.0836819120366787,1.0943063621273863,1.1047871870546324,5,1.0924274138725831,0.007880293092409398,0.015760586184818796,COMPLETE
NF-15,q128 seed3 A@1024,q128_matched_spacing,2,kid,raw,0.0011786098573573918,0.0011343817667667782,0.0011056459134134366,0.0011472405630630512,0.0012183268693693435,0.0011433572972973116,5,0.0011497904819819842,4.1627202003248255e-05,8.325440400649651e-05,COMPLETE
NF-16,q128 seed3 Bmatch@1024,q128_matched_spacing,1,fid,log,2.145224934149573,2.1373833803729565,2.116792053754141,2.1198969851763834,2.1311803129327522,2.1384146729809603,5,2.128733481043439,0.009940002099478646,0.01988000419895729,COMPLETE
NF-16,q128 seed3 Bmatch@1024,q128_matched_spacing,1,kid,raw,0.005104851316316281,0.005166527790290297,0.004980572152152162,0.00510938201701701,0.005076073148148157,0.005125095500500497,5,0.005091530121621625,7.003671207297574e-05,0.0001400734241459515,COMPLETE
NF-16,q128 seed3 Bmatch@1024,q128_matched_spacing,2,fid,log,1.0175754615358732,1.0277629101478907,1.0214836749989793,1.0235451140655694,1.0228244196065848,1.0307758308652644,5,1.0252783899368576,0.0038671945428165283,0.007734389085633057,COMPLETE
NF-16,q128 seed3 Bmatch@1024,q128_matched_spacing,2,kid,raw,0.0009328737562562719,0.0009407452802802391,0.0008983515315315071,0.00095511898648645,0.0009940942417417727,0.0009196650175175455,5,0.0009415950115115028,3.6368641418172876e-05,7.273728283634575e-05,COMPLETE
