seed,horizon,space,block,contrast,value
5,500,state,net_buffer,denominator_effect_target_1p0,0.0
5,500,state,net_buffer,denominator_effect_target_1p1,0.0
5,500,state,net_buffer,conditional_interaction,0.0
5,500,state,scaler,target_effect_denominator_1p0,0.0
5,500,state,scaler,target_effect_denominator_1p1,64.0
5,500,state,scaler,denominator_effect_target_1p0,-64.0
5,500,state,scaler,denominator_effect_target_1p1,0.0
5,500,state,scaler,conditional_interaction,64.0
5,500,state,theta,target_effect_denominator_1p0,-0.0006849709138805338
5,500,state,theta,target_effect_denominator_1p1,-0.0034285139672647347
5,500,state,theta,denominator_effect_target_1p0,-0.004579887937325111
5,500,state,theta,denominator_effect_target_1p1,-0.007323430990709312
5,500,state,theta,conditional_interaction,-0.002743543053384201
5,500,state,v,target_effect_denominator_1p0,-724.5222746616346
5,500,state,v,target_effect_denominator_1p1,-41.30975099850912
5,500,state,v,denominator_effect_target_1p0,-8009.715924256641
5,500,state,v,denominator_effect_target_1p1,-7326.503400593516
5,500,state,v,conditional_interaction,683.2125236631255
